"Period","Year","Month","Product","Origin","Destination / PADD","Mode of Transportation","Volume (m3)","Volume (bbl)","Value (CN$)","Value (US$)","Price (CN cents/L)","Price (US cents/gallon)"
"02/01/1990","1990","February","Propane","Alberta","Total","Railway","14174.600000","89155.399080","1199617.100000","1002617.751060","8.463146","26.775421"
"02/01/1990","1990","February","Propane","Alberta","Total","Total","21086.100000","132627.351780","1812426.810000","1514792.755280","8.595362","27.193727"
"02/01/1990","1990","February","Propane","Alberta","Total","Truck","6911.500000","43471.952700","612809.710000","512175.004220","8.866522","28.051612"
"02/01/1990","1990","February","Propane","British Columbia","PADD IV","Total","1524.200000","9586.913160","126863.340000","106030.029600","8.323273","26.332900"
"02/01/1990","1990","February","Propane","British Columbia","PADD IV","Railway","1444.200000","9083.729160","120839.340000","100995.281990","8.367216","26.471923"
"02/01/1990","1990","February","Propane","British Columbia","PADD IV","Truck","80.000000","503.184000","6024.000000","5034.747610","7.530000","23.823165"
"02/01/1990","1990","February","Propane","British Columbia","PADD V","Railway","11010.300000","69252.584940","1024355.410000","856137.277000","9.303610","29.434457"
"02/01/1990","1990","February","Propane","British Columbia","PADD V","Truck","349.200000","2196.398160","30182.800000","25226.225140","8.643413","27.345745"
"02/01/1990","1990","February","Propane","British Columbia","PADD V","Total","11359.500000","71448.983100","1054538.210000","881363.502140","9.283315","29.370249"
"02/01/1990","1990","February","Propane","British Columbia","Total","Railway","12454.500000","78336.314100","1145194.750000","957132.558990","9.195027","29.090924"
"02/01/1990","1990","February","Propane","British Columbia","Total","Truck","429.200000","2699.582160","36206.800000","30260.972750","8.435880","26.689160"
"02/01/1990","1990","February","Propane","British Columbia","Total","Total","12883.700000","81035.896260","1181401.550000","987393.531740","9.169738","29.010916"
"02/01/1990","1990","February","Propane","Manitoba","PADD II","Railway","8532.000000","53664.573600","737049.900000","616012.653710","8.638653","27.330686"
"02/01/1990","1990","February","Propane","Manitoba","PADD II","Truck","5112.000000","32153.457600","491130.200000","410477.523730","9.607398","30.395570"
"02/01/1990","1990","February","Propane","Manitoba","PADD II","Total","13644.000000","85818.031200","1228180.100000","1026490.177440","9.001613","28.479006"
"02/01/1990","1990","February","Propane","Manitoba","Total","Total","13644.000000","85818.031200","1228180.100000","1026490.177440","9.001613","28.479006"
"02/01/1990","1990","February","Propane","Manitoba","Total","Railway","8532.000000","53664.573600","737049.900000","616012.653710","8.638653","27.330686"
"02/01/1990","1990","February","Propane","Manitoba","Total","Truck","5112.000000","32153.457600","491130.200000","410477.523730","9.607398","30.395570"
"02/01/1990","1990","February","Propane","New Brunswick","PADD I","Marine","454.000000","2855.569200","86260.000000","72094.510160","19.000000","60.111577"
"02/01/1990","1990","February","Propane","New Brunswick","PADD I","Total","454.000000","2855.569200","86260.000000","72094.510160","19.000000","60.111577"
"02/01/1990","1990","February","Propane","New Brunswick","Other","Marine","185.000000","1163.613000","48100.000000","40201.089020","26.000000","82.257946"
"02/01/1990","1990","February","Propane","New Brunswick","Other","Total","185.000000","1163.613000","48100.000000","40201.089020","26.000000","82.257946"
"02/01/1990","1990","February","Propane","New Brunswick","Total","Total","639.000000","4019.182200","134360.000000","112295.599180","21.026604","66.523280"
"02/01/1990","1990","February","Propane","New Brunswick","Total","Marine","639.000000","4019.182200","134360.000000","112295.599180","21.026604","66.523280"
"02/01/1990","1990","February","Propane","Northwest Territories","PADD V","Truck","25.000000","157.245000","8837.500000","7386.218790","35.350000","111.839170"
"02/01/1990","1990","February","Propane","Northwest Territories","PADD V","Total","25.000000","157.245000","8837.500000","7386.218790","35.350000","111.839170"
"02/01/1990","1990","February","Propane","Northwest Territories","Total","Total","25.000000","157.245000","8837.500000","7386.218790","35.350000","111.839170"
"02/01/1990","1990","February","Propane","Northwest Territories","Total","Truck","25.000000","157.245000","8837.500000","7386.218790","35.350000","111.839170"
"02/01/1990","1990","February","Propane","Ontario","PADD I","Total","39573.300000","248908.142340","4001196.180000","3344125.651300","10.110847","31.988367"
"02/01/1990","1990","February","Propane","Ontario","PADD I","Railway","27826.300000","175021.861740","2627251.980000","2195808.539120","9.441614","29.871068"
"02/01/1990","1990","February","Propane","Ontario","PADD I","Truck","11747.000000","73886.280600","1373944.200000","1148317.112180","11.696128","37.003826"
"02/01/1990","1990","February","Propane","Ontario","PADD II","Pipeline","108375.000000","681657.075000","10166168.600000","8496695.403600","9.380547","29.677869"
"02/01/1990","1990","February","Propane","Ontario","PADD II","Railway","708.000000","4453.178400","88321.000000","73817.055770","12.474717","39.467099"
"02/01/1990","1990","February","Propane","Ontario","PADD II","Total","111828.000000","703375.754400","10559179.600000","8825166.717450","9.442339","29.873362"
"02/01/1990","1990","February","Propane","Ontario","PADD II","Truck","2745.000000","17265.501000","304690.000000","254654.258080","11.099817","35.117239"
"02/01/1990","1990","February","Propane","Ontario","Total","Railway","28534.300000","179475.040140","2715572.980000","2269625.594890","9.516872","30.109166"
"02/01/1990","1990","February","Propane","Ontario","Total","Truck","14492.000000","91151.781600","1678634.200000","1402971.370260","11.583178","36.646476"
"02/01/1990","1990","February","Propane","Ontario","Total","Total","151401.300000","952283.896740","14560375.780000","12169292.368750","9.617074","30.426182"
"02/01/1990","1990","February","Propane","Ontario","Total","Pipeline","108375.000000","681657.075000","10166168.600000","8496695.403600","9.380547","29.677869"
"02/01/1990","1990","February","Propane","Québec","PADD I","Truck","1296.000000","8151.580800","215006.400000","179698.366440","16.590000","52.486895"
"02/01/1990","1990","February","Propane","Québec","PADD I","Total","1296.000000","8151.580800","215006.400000","179698.366440","16.590000","52.486895"
"02/01/1990","1990","February","Propane","Québec","Total","Truck","1296.000000","8151.580800","215006.400000","179698.366440","16.590000","52.486895"
"02/01/1990","1990","February","Propane","Québec","Total","Total","1296.000000","8151.580800","215006.400000","179698.366440","16.590000","52.486895"
"02/01/1990","1990","February","Propane","Saskatchewan","PADD II","Pipeline","128382.000000","807497.103600","9992238.900000","8351328.181970","7.783208","24.624258"
"02/01/1990","1990","February","Propane","Saskatchewan","PADD II","Truck","1183.200000","7442.091360","111089.200000","92846.295590","9.388877","29.704219"
"02/01/1990","1990","February","Propane","Saskatchewan","PADD II","Total","129565.200000","814939.194960","10103328.100000","8444174.477560","7.797871","24.670648"
"02/01/1990","1990","February","Propane","Saskatchewan","PADD IV","Truck","140.600000","884.345880","25237.700000","21093.202170","17.950000","56.789619"
"02/01/1990","1990","February","Propane","Saskatchewan","PADD IV","Total","140.600000","884.345880","25237.700000","21093.202170","17.950000","56.789619"
"02/01/1990","1990","February","Propane","Saskatchewan","Total","Truck","1323.800000","8326.437240","136326.900000","113939.497760","10.298149","32.580945"
"02/01/1990","1990","February","Propane","Saskatchewan","Total","Total","129705.800000","815823.540840","10128565.800000","8465267.679730","7.808876","24.705466"
"02/01/1990","1990","February","Propane","Saskatchewan","Total","Pipeline","128382.000000","807497.103600","9992238.900000","8351328.181970","7.783208","24.624258"
"02/01/1990","1990","February","Propane","Total","PADD I","Truck","13043.000000","82037.861400","1588950.600000","1328015.478620","12.182401","38.542280"
"02/01/1990","1990","February","Propane","Total","PADD I","Total","41323.300000","259915.292340","4302462.580000","3595918.527900","10.411711","32.940229"
"02/01/1990","1990","February","Propane","Total","PADD I","Marine","454.000000","2855.569200","86260.000000","72094.510160","19.000000","60.111577"
"02/01/1990","1990","February","Propane","Total","PADD I","Railway","27826.300000","175021.861740","2627251.980000","2195808.539120","9.441614","29.871068"
"02/01/1990","1990","February","Propane","Total","PADD II","Railway","11041.000000","69445.681800","964408.100000","806034.425790","8.734789","27.634840"
"02/01/1990","1990","February","Propane","Total","PADD II","Pipeline","236757.000000","1489154.178600","20158407.500000","16848023.585570","8.514387","26.937539"
"02/01/1990","1990","February","Propane","Total","PADD II","Total","256838.200000","1615460.910360","22029725.000000","18412036.088760","8.577277","27.136507"
"02/01/1990","1990","February","Propane","Total","PADD II","Truck","9040.200000","56861.049960","906909.400000","757978.077400","10.031961","31.738789"
"02/01/1990","1990","February","Propane","Total","PADD IV","Railway","3829.700000","24088.047060","354238.320000","296065.826120","9.249766","29.264106"
"02/01/1990","1990","February","Propane","Total","PADD IV","Truck","6668.200000","41941.644360","604143.340000","504931.812710","9.060066","28.663938"
"02/01/1990","1990","February","Propane","Total","PADD IV","Total","10497.900000","66029.691420","958381.660000","800997.638830","9.129270","28.882882"
"02/01/1990","1990","February","Propane","Total","PADD V","Railway","20998.400000","132075.736320","1851536.330000","1547479.767620","8.817511","27.896551"
"02/01/1990","1990","February","Propane","Total","PADD V","Truck","838.100000","5271.481380","78948.370000","65983.585220","9.419922","29.802439"
"02/01/1990","1990","February","Propane","Total","PADD V","Total","21836.500000","137347.217700","1930484.700000","1613463.352840","8.840632","27.969700"
"02/01/1990","1990","February","Propane","Total","Other","Marine","185.000000","1163.613000","48100.000000","40201.089020","26.000000","82.257946"
"02/01/1990","1990","February","Propane","Total","Other","Total","185.000000","1163.613000","48100.000000","40201.089020","26.000000","82.257946"
"02/01/1990","1990","February","Propane","Total","Total","Marine","639.000000","4019.182200","134360.000000","112295.599180","21.026604","66.523280"
"02/01/1990","1990","February","Propane","Total","Total","Total","330680.900000","2079916.724820","29269153.940000","24462616.697350","8.851177","28.003064"
"02/01/1990","1990","February","Propane","Total","Total","Pipeline","236757.000000","1489154.178600","20158407.500000","16848023.585570","8.514387","26.937539"
"02/01/1990","1990","February","Propane","Total","Total","Railway","63695.400000","400631.326920","5797434.730000","4845388.558650","9.101810","28.796007"
"02/01/1990","1990","February","Propane","Total","Total","Truck","29589.500000","186112.037100","3178951.710000","2656908.953950","10.743512","33.989970"
"03/01/1990","1990","March","Butane","Alberta","PADD II","Total","1608.000000","10113.998400","178488.000000","151284.327550","11.100000","35.613910"
"03/01/1990","1990","March","Butane","Alberta","PADD II","Railway","1608.000000","10113.998400","178488.000000","151284.327550","11.100000","35.613910"
"03/01/1990","1990","March","Butane","Alberta","PADD IV","Pipeline","27770.000000","174667.746000","3110240.000000","2636202.808800","11.200000","35.934757"
"03/01/1990","1990","March","Butane","Alberta","PADD IV","Railway","971.000000","6107.395800","99668.000000","84477.423460","10.264469","32.933143"
"03/01/1990","1990","March","Butane","Alberta","PADD IV","Total","28741.000000","180775.141800","3209908.000000","2720680.232260","11.168393","35.833346"
"03/01/1990","1990","March","Butane","Alberta","PADD V","Total","11239.600000","70694.836080","939831.000000","796589.691440","8.361783","26.828451"
"03/01/1990","1990","March","Butane","Alberta","PADD V","Railway","11209.600000","70506.142080","937395.000000","794524.966520","8.362430","26.830525"
